num_K_resource = 3
num_I_interface = 15
num_J_service = 500
1	0	1	
0	0	0	
1	0	1	
1	2	0	
1	0	2	
2	1	0	
1	2	0	
0	2	2	
2	1	1	
2	2	0	
2	0	0	
1	0	1	
1	2	2	
0	2	2	
0	2	0	
0	2	2	
2	0	0	
2	0	0	
0	1	2	
1	2	1	
2	1	2	
1	0	1	
0	2	0	
1	1	0	
1	0	1	
0	0	2	
2	2	0	
2	1	0	
2	2	1	
0	2	1	
0	1	0	
2	1	0	
2	1	2	
0	0	0	
2	0	1	
0	1	2	
0	0	0	
0	2	2	
0	0	1	
0	1	2	
0	0	0	
2	2	0	
2	2	0	
0	1	2	
1	0	2	
2	2	0	
1	2	1	
1	0	1	
1	0	2	
2	0	1	
0	2	0	
1	1	1	
2	1	2	
0	1	2	
1	0	1	
0	0	1	
0	0	0	
0	1	2	
2	0	2	
2	0	2	
0	0	2	
2	0	2	
2	2	0	
1	2	0	
1	2	2	
2	0	0	
2	1	0	
2	0	2	
1	0	0	
0	0	1	
2	0	1	
0	0	2	
0	0	0	
1	1	2	
0	1	2	
0	3	1	
0	2	0	
1	0	1	
0	3	1	
1	2	2	
2	2	1	
1	2	1	
1	0	1	
2	0	1	
1	2	0	
2	1	2	
1	0	1	
0	1	0	
2	1	1	
2	3	2	
2	1	0	
0	1	0	
0	1	1	
1	2	0	
2	1	0	
1	3	2	
2	2	1	
0	0	1	
0	0	2	
1	1	1	
0	2	1	
1	1	2	
2	1	1	
2	0	1	
1	2	1	
0	1	0	
0	0	0	
0	1	0	
2	3	2	
2	3	2	
0	1	1	
1	0	1	
2	0	1	
0	0	2	
0	0	0	
1	3	2	
0	1	0	
0	2	3	
0	1	0	
1	2	2	
2	3	1	
0	0	2	
2	0	2	
1	0	2	
1	0	2	
3	0	3	
1	1	2	
0	3	1	
3	3	1	
3	0	1	
1	0	1	
1	1	0	
3	3	2	
2	2	1	
1	1	2	
0	3	2	
0	3	0	
1	3	3	
3	2	0	
0	0	2	
2	2	1	
0	2	2	
2	2	0	
1	3	0	
1	1	2	
2	0	2	
1	3	3	
1	3	0	
3	2	3	
1	2	2	
0	3	2	
1	3	0	
0	1	3	
2	0	0	
0	0	2	
2	3	0	
1	2	0	
0	3	3	
0	3	1	
0	0	2	
0	0	1	
1	0	1	
0	3	0	
2	2	2	
2	4	1	
2	2	3	
0	0	3	
1	4	2	
1	0	1	
1	3	3	
1	2	0	
0	4	1	
3	0	0	
2	4	3	
0	0	3	
0	1	3	
2	2	1	
0	1	0	
1	1	3	
3	1	0	
3	2	1	
1	0	3	
2	2	1	
0	0	3	
1	3	0	
2	0	3	
3	1	1	
0	1	1	
2	2	3	
2	2	0	
2	1	2	
0	2	2	
0	3	1	
2	3	0	
0	3	1	
0	2	2	
1	4	0	
2	3	1	
2	1	0	
0	4	4	
2	0	3	
2	0	3	
4	2	0	
1	1	4	
2	2	0	
1	1	3	
3	0	1	
0	4	1	
1	2	1	
2	5	0	
2	4	3	
2	1	2	
4	5	3	
4	0	4	
3	3	4	
2	5	4	
2	1	2	
1	3	4	
4	0	1	
2	3	3	
0	0	4	
1	5	3	
1	4	0	
3	0	0	
0	4	1	
2	0	0	
0	2	0	
5	3	1	
2	2	3	
4	2	5	
3	5	2	
2	5	3	
3	2	2	
1	4	4	
3	3	5	
3	3	3	
0	3	3	
3	4	1	
4	5	1	
0	0	3	
2	5	1	
4	3	2	
4	0	5	
0	1	4	
2	6	2	
3	2	1	
2	4	4	
0	1	2	
4	0	4	
2	3	4	
0	4	4	
1	1	2	
4	4	1	
1	0	5	
5	0	5	
0	7	3	
1	3	0	
1	1	4	
4	2	2	
3	4	0	
2	1	5	
4	6	2	
1	6	6	
3	7	3	
5	4	5	
0	3	1	
2	2	2	
5	7	0	
7	4	0	
1	8	0	
7	8	6	
8	4	4	
4	7	6	
1	3	6	
4	2	3	
6	2	2	
1	4	1	
1	9	7	
8	4	7	
7	0	2	
6	2	4	
4	4	7	
1	0	5	
0	9	3	
4	7	4	
5	8	3	
9	3	8	
3	10	6	
3	6	6	
10	11	4	
11	2	10	
8	6	0	
12	8	2	
11	8	8	
3	4	11	
0	10	8	
10	4	9	
8	4	1	
0	1	6	
3	4	10	
13	10	4	
2	17	7	
19	4	11	
14	17	9	
5	27	17	
20	20	6	
34	11	9	
37	39	26	
31	30	37	
35	7	29	
12	38	28	
24	21	19	
40	11	22	
13	21	38	
6	16	15	
24	11	9	
12	29	39	
36	11	18	
38	9	29	
34	14	36	
32	28	33	
36	32	38	
12	40	11	
